ID,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Año,Mes,Día,Día semana,Hora,Hora completa,Num víctimas,Participantes,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Coordenada,Pos x,Pos y
2016-0172,CONDUCTOR,CARGAS,MOTO,MASCULINO,38,Entre 21 y 40,2016,12,26,Lunes,8,08:00:00,1,MOTO-CARGAS,2016-12-26,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",CASTRO,"GARAY, JUAN DE AV. y CASTRO",COMUNA 5,ALMAGRO - BOEDO,"-58.41918902,-34.63174259",-58.41918902,-34.63174259
2016-0173,CONDUCTOR,CARGAS,MOTO,MASCULINO,35,Entre 21 y 40,2016,12,26,Lunes,19,19:52:00,1,MOTO-CARGAS,,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,SAN PEDRITO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.46749188,-34.63551751",-58.46749188,-34.63551751
2016-0174,SD,SD,SD,SD,0,Menos de 20,2016,12,27,Martes,0,00:00:00,1,SD-SD,,AUTOPISTA 25 DE MAYO,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO,COMUNA 0,,"0.0,0.0",0.0,0.0
2016-0175,PEATON,BICICLETA,PEATON,FEMENINO,0,Menos de 20,2016,12,27,Martes,8,08:15:00,1,PEATON-BICICLETA,,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",MEMBRILLAR,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.46064174,-34.62960517",-58.46064174,-34.62960517
2016-0176,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,28,Entre 21 y 40,2016,12,28,Miercoles,1,01:41:00,1,MOTO-PASAJEROS,,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,PASEO COLON AV.,BELGRANO AV. y PASEO COLON AV.,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.36956186,-34.61232875",-58.36956186,-34.61232875
2016-0177,PEATON,AUTO,PEATON,FEMENINO,27,Entre 21 y 40,2016,12,29,Jueves,4,04:00:00,1,PEATON-AUTO,,ARENALES 3319,CALLE,ARENALES,,ARENALES 3319,COMUNA 14,PALERMO,"-58.40966671,-34.58788235",-58.40966671,-34.58788235
2016-0178,PEATON,MULTIPLE,PEATON,FEMENINO,7,Menos de 20,2016,12,30,Viernes,16,16:18:00,1,MULTIPLE,,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,SAAVEDRA,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.40288226,-34.61544091",-58.40288226,-34.61544091
2017-0001,CONDUCTOR,CARGAS,MOTO,MASCULINO,18,Menos de 20,2017,1,2,Lunes,1,01:00:00,1,MOTO-CARGAS,2017-01-02,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",ACHUPALLAS,"JUSTO, JUAN B. AV. y ACHUPALLAS",COMUNA 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"-58.4659423,-34.61028571",-58.4659423,-34.61028571
2017-0003,PASAJERO_ACOMPAÑANTE,CARGAS,CARGAS,MASCULINO,33,Entre 21 y 40,2017,1,5,Jueves,3,03:10:00,1,CARGAS-CARGAS,2017-01-05,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,VELEZ SARSFIELD AV.,OLAVARRIA y VELEZ SARSFIELD AV.,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.38957669,-34.64410277",-58.38957669,-34.64410277
2017-0007,PEATON,MULTIPLE,PEATON,MASCULINO,48,Entre 41 y 60,2017,1,11,Miercoles,17,17:00:00,1,MULTIPLE,2017-01-11,LIMA Y MEXICO,CALLE,LIMA,MEXICO,LIMA y MEXICO,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.3816166,-34.61529543",-58.3816166,-34.61529543
2017-0008,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,29,Entre 21 y 40,2017,1,16,Lunes,0,00:40:00,1,MOTO-PASAJEROS,2017-01-16,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",BONPLAND,"CABRERA, JOSE A. y BONPLAND",COMUNA 14,PALERMO,"-58.43917004,-34.58494351",-58.43917004,-34.58494351
2017-0009,CONDUCTOR,CARGAS,MOTO,MASCULINO,36,Entre 21 y 40,2017,1,16,Lunes,13,13:56:00,1,MOTO-CARGAS,2017-01-16,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y BOEDO AV.,COMUNA 5,ALMAGRO - BOEDO,"-58.41595919,-34.62743346",-58.41595919,-34.62743346
2017-0010,CONDUCTOR,AUTO,MOTO,MASCULINO,23,Entre 21 y 40,2017,1,16,Lunes,16,16:30:00,1,MOTO-AUTO,2017-01-16,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,RIGLOS,DIRECTORIO AV. y RIGLOS,COMUNA 6,CABALLITO,"-58.4356488,-34.62828656",-58.4356488,-34.62828656
2017-0011,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,MOTO,FEMENINO,29,Entre 21 y 40,2017,1,22,Domingo,2,02:30:00,1,MOTO-OBJETO FIJO,2017-01-22,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.5007381,-34.5497951",-58.5007381,-34.5497951
2017-0012,CONDUCTOR,CARGAS,MOTO,MASCULINO,30,Entre 21 y 40,2017,1,24,Martes,14,14:00:00,1,MOTO-CARGAS,2017-01-24,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,"TABORDA, DIOGENES","TRAFUL y TABORDA, DIOGENES",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.40969005,-34.6505529",-58.40969005,-34.6505529
2017-0013,PEATON,CARGAS,PEATON,MASCULINO,4,Menos de 20,2017,1,27,Viernes,7,07:00:00,1,PEATON-CARGAS,2017-01-27,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",,"IRIARTE, GRAL. AV. 3055",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.38972622,-34.65098981",-58.38972622,-34.65098981
2017-0014,PASAJERO_ACOMPAÑANTE,MULTIPLE,MOTO,FEMENINO,22,Entre 21 y 40,2017,1,28,Sabado,8,08:27:34,1,MULTIPLE,2017-01-28,AV. DONADO Y ARIAS,AVENIDA,DONADO,ARIAS,DONADO y ARIAS,COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.49185972,-34.55046754",-58.49185972,-34.55046754
2017-0015,PEATON,AUTO,PEATON,MASCULINO,82,Más de 80,2017,2,2,Jueves,15,15:18:03,1,PEATON-AUTO,2017-02-21,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,CALLAO AV.,CORDOBA AV. y CALLAO AV.,COMUNA 2,RECOLETA,"-58.39293417,-34.59963642",-58.39293417,-34.59963642
2017-0016,CONDUCTOR,CARGAS,MOTO,MASCULINO,27,Entre 21 y 40,2017,2,3,Viernes,5,05:12:21,1,MOTO-CARGAS,2017-02-04,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO KM. 8.3,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38099494,-34.62288231",-58.38099494,-34.62288231
2017-0017,CONDUCTOR,AUTO,MOTO,MASCULINO,32,Entre 21 y 40,2017,2,6,Lunes,8,08:00:00,1,MOTO-AUTO,2017-02-06,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",PARAGUAY,"JUSTO, JUAN B. AV. y PARAGUAY",COMUNA 14,PALERMO,"-58.429012,-34.58095431",-58.429012,-34.58095431
2017-0018,CONDUCTOR,AUTO,MOTO,MASCULINO,30,Entre 21 y 40,2017,2,9,Jueves,7,07:00:00,1,MOTO-AUTO,2017-02-09,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.50877521,-34.66977709",-58.50877521,-34.66977709
2017-0021,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,43,Entre 41 y 60,2017,2,18,Sabado,5,05:30:00,1,MOTO-PASAJEROS,2017-02-18,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,LIBERTAD,SARMIENTO y LIBERTAD,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38362373,-34.60509972",-58.38362373,-34.60509972
2017-0024,PEATON,PASAJEROS,PEATON,MASCULINO,39,Entre 21 y 40,2017,2,23,Jueves,20,20:50:00,1,PEATON-PASAJEROS,2017-02-23,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 7121,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.46589308,-34.62955795",-58.46589308,-34.62955795
2017-0025,CONDUCTOR,SD,MOTO,MASCULINO,23,Entre 21 y 40,2017,2,24,Viernes,17,17:05:00,1,MOTO-SD,2017-02-24,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",RIVERA INDARTE AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.43614426,-34.6542464",-58.43614426,-34.6542464
2017-0026,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,FEMENINO,23,Entre 21 y 40,2017,2,26,Domingo,5,05:15:00,2,AUTO-OBJETO FIJO,2017-02-26,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",FOURNIER,"MORENO, PERITO AV. y FOURNIER",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.41842777,-34.64979057",-58.41842777,-34.64979057
2017-0026,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,19,Menos de 20,2017,2,26,Domingo,5,05:15:00,2,AUTO-OBJETO FIJO,2017-02-26,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",FOURNIER,"MORENO, PERITO AV. y FOURNIER",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.41842777,-34.64979057",-58.41842777,-34.64979057
2017-0027,PEATON,AUTO,PEATON,MASCULINO,0,Menos de 20,2017,2,26,Domingo,21,21:57:00,1,PEATON-AUTO,2017-02-26,AV. CASEROS 1429,AVENIDA,CASEROS AV.,,CASEROS AV. 1429,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38332245,-34.6319325",-58.38332245,-34.6319325
2017-0028,PEATON,AUTO,PEATON,MASCULINO,87,Más de 80,2017,2,28,Martes,9,09:20:00,1,PEATON-AUTO,2017-02-28,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,FRAGATA PRES. SARMIENTO,GAONA AV. y FRAGATA PRES. SARMIENTO,COMUNA 6,CABALLITO,"-58.45475488,-34.61196327",-58.45475488,-34.61196327
2017-0029,SD,AUTO,SD,MASCULINO,34,Entre 21 y 40,2017,3,7,Martes,2,02:15:00,1,SD-AUTO,2017-03-07,MOZART Y TANDIL,CALLE,MOZART,TANDIL,MOZART y TANDIL,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.48501341,-34.64742455",-58.48501341,-34.64742455
2017-0030,CONDUCTOR,PASAJEROS,AUTO,FEMENINO,27,Entre 21 y 40,2017,3,7,Martes,8,08:00:00,1,AUTO-PASAJEROS,2017-03-07,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.47010988,-34.65872088",-58.47010988,-34.65872088
2017-0031,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,70,Entre 61 y 80,2017,3,11,Sabado,1,01:30:00,1,AUTO-OBJETO FIJO,2017-03-11,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,PAVON,24 DE NOVIEMBRE y PAVON,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.4099756,-34.62873635",-58.4099756,-34.62873635
2017-0032,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,FEMENINO,40,Entre 41 y 60,2017,3,12,Domingo,5,05:00:00,1,AUTO-AUTO,2017-03-12,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.48892175,-34.68359163",-58.48892175,-34.68359163
2017-0033,CONDUCTOR,AUTO,AUTO,MASCULINO,28,Entre 21 y 40,2017,3,12,Domingo,7,07:30:00,1,AUTO-AUTO,2017-03-12,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.","GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",COMUNA 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"-58.52466448,-34.60325478",-58.52466448,-34.60325478
2017-0034,PEATON,AUTO,PEATON,MASCULINO,43,Entre 41 y 60,2017,3,13,Lunes,7,07:50:00,1,PEATON-AUTO,2017-03-13,GODOY CRUZ 2651,CALLE,GODOY CRUZ,,GODOY CRUZ 2651,COMUNA 14,PALERMO,"-58.42554218,-34.57929036",-58.42554218,-34.57929036
2017-0035,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,28,Entre 21 y 40,2017,3,23,Jueves,5,05:00:00,3,AUTO-OBJETO FIJO,2017-03-23,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.35881506,-34.61113641",-58.35881506,-34.61113641
2017-0035,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,32,Entre 21 y 40,2017,3,23,Jueves,5,05:00:00,3,AUTO-OBJETO FIJO,2017-03-23,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.35881506,-34.61113641",-58.35881506,-34.61113641
2017-0035,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,30,Entre 21 y 40,2017,3,23,Jueves,5,05:00:00,3,AUTO-OBJETO FIJO,2017-03-23,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.35881506,-34.61113641",-58.35881506,-34.61113641
2017-0036,PASAJERO_ACOMPAÑANTE,PASAJEROS,MOTO,FEMENINO,0,Menos de 20,2017,3,29,Miercoles,18,18:00:00,2,MOTO-PASAJEROS,2017-03-29,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.51452347,-34.58159762",-58.51452347,-34.58159762
2017-0036,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,20,Entre 21 y 40,2017,3,29,Miercoles,18,18:00:00,2,MOTO-PASAJEROS,2017-03-29,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.51452347,-34.58159762",-58.51452347,-34.58159762
2017-0037,CONDUCTOR,CARGAS,MOTO,MASCULINO,41,Entre 41 y 60,2017,3,31,Viernes,3,03:00:00,1,MOTO-CARGAS,2017-03-31,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38896772,-34.61799615",-58.38896772,-34.61799615
2017-0038,CONDUCTOR,AUTO,MOTO,FEMENINO,40,Entre 41 y 60,2017,4,1,Sabado,19,19:00:00,1,MOTO-AUTO,2017-04-01,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.44516857,-34.64363363",-58.44516857,-34.64363363
2017-0040,CONDUCTOR,MULTIPLE,AUTO,MASCULINO,43,Entre 41 y 60,2017,4,3,Lunes,9,09:40:00,1,MULTIPLE,2017-04-03,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",,"GUIRALDES, INT. 2699",COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.43834197,-34.54560369",-58.43834197,-34.54560369
2017-0041,CONDUCTOR,AUTO,MOTO,MASCULINO,17,Menos de 20,2017,4,3,Lunes,23,23:15:00,1,MOTO-AUTO,,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",,"FERNANDEZ MORENO, BALDOMERO 2186",COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.45485084,-34.63531854",-58.45485084,-34.63531854
2017-0042,CONDUCTOR,CARGAS,MOTO,MASCULINO,0,Menos de 20,2017,4,10,Lunes,9,09:00:00,1,MOTO-CARGAS,2017-04-10,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.",,"LUGONES, LEOPOLDO AV.",COMUNA 14,PALERMO,"0.0,0.0",0.0,0.0
2017-0045,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,21,Entre 21 y 40,2017,4,14,Viernes,6,06:15:00,1,MOTO-OBJETO FIJO,2017-04-14,NOGOYA 5940,CALLE,NOGOYA,,NOGOYA 5940,COMUNA 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"-58.52449285,-34.62454175",-58.52449285,-34.62454175
2017-0047,CONDUCTOR,AUTO,MOTO,MASCULINO,37,Entre 21 y 40,2017,4,23,Domingo,6,06:30:00,1,MOTO-AUTO,2017-04-23,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,CORVALAN,ARGENTINA AV. y CORVALAN,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.46713742,-34.6719879",-58.46713742,-34.6719879
2017-0049,PEATON,PASAJEROS,PEATON,MASCULINO,22,Entre 21 y 40,2017,4,27,Jueves,18,18:16:00,1,PEATON-PASAJEROS,2017-04-27,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.43850413,-34.65554754",-58.43850413,-34.65554754
2017-0050,CONDUCTOR,CARGAS,MOTO,MASCULINO,46,Entre 41 y 60,2017,4,28,Viernes,11,11:08:08,2,MOTO-CARGAS,2017-04-28,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,,,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"0.0,0.0",0.0,0.0
2017-0050,PASAJERO_ACOMPAÑANTE,CARGAS,MOTO,MASCULINO,16,Menos de 20,2017,4,28,Viernes,11,11:08:08,2,MOTO-CARGAS,2017-04-28,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,,,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"0.0,0.0",0.0,0.0
2017-0051,CONDUCTOR,AUTO,AUTO,MASCULINO,33,Entre 21 y 40,2017,5,1,Lunes,3,03:47:47,1,AUTO-AUTO,2017-05-01,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,,COMUNA 7,FLORES - PARQUE CHACABUCO,"0.0,0.0",0.0,0.0
2017-0052,PEATON,CARGAS,PEATON,FEMENINO,47,Entre 41 y 60,2017,5,5,Viernes,3,03:40:00,1,PEATON-CARGAS,2017-05-05,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.49413799,-34.68095739",-58.49413799,-34.68095739
2017-0053,CONDUCTOR,CARGAS,MOTO,MASCULINO,28,Entre 21 y 40,2017,5,5,Viernes,20,20:16:22,1,MOTO-CARGAS,2017-05-05,VIEYTES Y VILLARINO,CALLE,VIEYTES,VILLARINO,VIEYTES y VILLARINO,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.37547846,-34.65326075",-58.37547846,-34.65326075
2017-0054,PASAJERO_ACOMPAÑANTE,AUTO,MOTO,FEMENINO,20,Entre 21 y 40,2017,5,7,Domingo,21,21:00:00,1,MOTO-AUTO,2017-05-07,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.48680218,-34.58689719",-58.48680218,-34.58689719
2017-0055,CONDUCTOR,AUTO,AUTO,MASCULINO,32,Entre 21 y 40,2017,5,9,Martes,8,08:30:00,1,AUTO-AUTO,2017-05-09,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,,DE LOS CONSTITUYENTES AV. 4900,COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.49563989,-34.57962262",-58.49563989,-34.57962262
2017-0058,PEATON,MOTO,PEATON,MASCULINO,80,Más de 80,2017,5,9,Martes,23,23:10:00,1,PEATON-MOTO,2017-05-09,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,LIBERTAD,CORDOBA AV. y LIBERTAD,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38403232,-34.5991594",-58.38403232,-34.5991594
2017-0059,PEATON,PASAJEROS,PEATON,FEMENINO,39,Entre 21 y 40,2017,5,11,Jueves,9,09:24:00,1,PEATON-PASAJEROS,2017-05-11,BRASIL Y LIMA,CALLE,BRASIL,LIMA,BRASIL y LIMA,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38223382,-34.62693865",-58.38223382,-34.62693865
2017-0060,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,MOTO,MASCULINO,30,Entre 21 y 40,2017,5,13,Sabado,7,07:20:00,1,MOTO-OBJETO FIJO,2017-05-13,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.45966521,-34.67323292",-58.45966521,-34.67323292
2017-0061,PEATON,MOTO,PEATON,MASCULINO,47,Entre 41 y 60,2017,5,15,Lunes,13,13:29:30,1,PEATON-MOTO,2017-05-16,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,CALLAO AV.,PARAGUAY y CALLAO AV.,COMUNA 2,RECOLETA,"-58.39303911,-34.59871111",-58.39303911,-34.59871111
2017-0062,CONDUCTOR,CARGAS,MOTO,MASCULINO,35,Entre 21 y 40,2017,5,15,Lunes,16,16:00:00,1,MOTO-CARGAS,2017-05-15,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",COMUNA 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"-58.51262106,-34.63395999",-58.51262106,-34.63395999
2017-0063,PEATON,PASAJEROS,PEATON,FEMENINO,79,Entre 61 y 80,2017,5,17,Miercoles,10,10:13:00,1,PEATON-PASAJEROS,2017-05-17,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38118367,-34.61646839",-58.38118367,-34.61646839
