ID,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Año,Mes,Día,Día semana,Hora,Hora completa,Num víctimas,Participantes,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Coordenada,Pos x,Pos y
2016-0080,CONDUCTOR,SD,AUTO,MASCULINO,60,Entre 61 y 80,2016,6,18,Sabado,6,06:42:00,1,AUTO-SD,,AV GRAL PAZ Y AV RIVADAVIA,GRAL PAZ,"PAZ, GRAL. AV.",RIVADAVIA AV.,"PAZ, GRAL. AV. y RIVADAVIA AV.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.52927982,-34.63931752",-58.52927982,-34.63931752
2016-0081,CONDUCTOR,AUTO,MOTO,MASCULINO,40,Entre 41 y 60,2016,6,22,Miercoles,7,07:42:00,1,MOTO-AUTO,,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,"LARRALDE, CRISOLOGO AV.",MACHAIN,"LARRALDE, CRISOLOGO AV. y MACHAIN",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.4872106,-34.55904606",-58.4872106,-34.55904606
2016-0082,PEATON,AUTO,PEATON,MASCULINO,87,Más de 80,2016,6,27,Lunes,18,18:24:00,1,PEATON-AUTO,2016-07-05,AV LA PLATA 2384,AVENIDA,LA PLATA AV.,,LA PLATA AV. 2384,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.42273092,-34.64228803",-58.42273092,-34.64228803
2016-0083,PEATON,MOTO,PEATON,FEMENINO,76,Entre 61 y 80,2016,6,28,Martes,20,20:46:00,1,PEATON-MOTO,2016-06-29,AV JUAN B ALBERDI Y PUAN,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PUAN,"ALBERDI, JUAN BAUTISTA AV. y PUAN",COMUNA 6,CABALLITO,"-58.44788671,-34.62539009",-58.44788671,-34.62539009
2016-0084,PEATON,PASAJEROS,PEATON,MASCULINO,57,Entre 41 y 60,2016,6,29,Miercoles,22,22:00:00,1,PEATON-PASAJEROS,2016-07-08,CARLOS PELLEGRINI Y TUCUMAN,CALLE,"PELLEGRINI, CARLOS",TUCUMAN,"PELLEGRINI, CARLOS y TUCUMAN",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38110563,-34.60135531",-58.38110563,-34.60135531
2016-0085,SD,OTRO,MOTO,MASCULINO,0,Menos de 20,2016,6,29,Miercoles,22,22:00:00,1,MOTO-MOVIL,,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",EREZCANO,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.42378834,-34.657341",-58.42378834,-34.657341
2016-0086,PEATON,PASAJEROS,PEATON,MASCULINO,75,Entre 61 y 80,2016,6,30,Jueves,16,16:10:00,1,PEATON-PASAJEROS,2016-07-01,AV OLIVERA Y RAMON FALCON,AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",COMUNA 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"-58.48727942,-34.63652467",-58.48727942,-34.63652467
2016-0087,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,23,Entre 21 y 40,2016,7,3,Sabado,0,00:10:00,1,MOTO-OBJETO FIJO,2016-07-03,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.37864583,-34.62907067",-58.37864583,-34.62907067
2016-0088,PEATON,AUTO,PEATON,FEMENINO,70,Entre 61 y 80,2016,7,11,Lunes,15,15:30:00,1,PEATON-AUTO,2016-07-14,CERETTI Y NUÑEZ,CALLE,CERETTI,NU?EZ,CERETTI y NUÃ‘EZ,COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.5015175,-34.56767549",-58.5015175,-34.56767549
2016-0089,PEATON,AUTO,PEATON,MASCULINO,35,Entre 21 y 40,2016,7,14,Jueves,6,06:40:00,1,PEATON-AUTO,2016-07-14,AV LUGONES Y LA PAMPA,AUTOPISTA,"LUGONES, LEOPOLDO AV.",LA PAMPA,"LUGONES, LEOPOLDO AV. y LA PAMPA",COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.43233425,-34.55185825",-58.43233425,-34.55185825
2016-0090,PEATON,PASAJEROS,PEATON,MASCULINO,60,Entre 61 y 80,2016,7,14,Jueves,22,22:00:00,1,PEATON-PASAJEROS,2016-07-15,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",COMUNA 5,ALMAGRO - BOEDO,"-58.41971993,-34.6111224",-58.41971993,-34.6111224
2016-0092,CONDUCTOR,CARGAS,MOTO,MASCULINO,24,Entre 21 y 40,2016,7,15,Viernes,11,11:00:00,1,MOTO-CARGAS,2016-07-15,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.46743471,-34.53476874",-58.46743471,-34.53476874
2016-0093,CONDUCTOR,AUTO,AUTO,MASCULINO,35,Entre 21 y 40,2016,7,17,Domingo,3,03:30:00,1,AUTO-AUTO,2016-07-19,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","MITRE, EMILIO","ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",COMUNA 6,CABALLITO,"-58.44362126,-34.62301748",-58.44362126,-34.62301748
2016-0095,CONDUCTOR,AUTO,MOTO,MASCULINO,29,Entre 21 y 40,2016,7,23,Sabado,6,06:12:00,1,MOTO-AUTO,2016-07-23,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,MOSCONI GENERAL AV.,MERCEDES y MOSCONI GENERAL AV.,COMUNA 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"-58.51713095,-34.59546519",-58.51713095,-34.59546519
2016-0096,CONDUCTOR,CARGAS,MOTO,MASCULINO,0,Menos de 20,2016,7,25,Lunes,7,07:00:00,1,MOTO-CARGAS,,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.47433193007387,-34.66684950051973",-58.47433193007387,-34.66684950051973
2016-0097,PEATON,AUTO,PEATON,MASCULINO,80,Más de 80,2016,7,26,Martes,18,18:45:00,1,PEATON-AUTO,2016-08-12,SOLIS Y MEXICO,CALLE,SOLIS,MEXICO,SOLIS y MEXICO,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.39038605,-34.6156281",-58.39038605,-34.6156281
2016-0098,CONDUCTOR,CARGAS,MOTO,FEMENINO,43,Entre 41 y 60,2016,7,27,Miercoles,16,16:08:00,1,MOTO-CARGAS,,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,ALBERTI,SAN JUAN AV. y ALBERTI,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.40042405,-34.62356174",-58.40042405,-34.62356174
2016-0099,CONDUCTOR,CARGAS,CARGAS,MASCULINO,45,Entre 41 y 60,2016,7,29,Viernes,16,16:00:00,1,CARGAS-CARGAS,,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,MOSCONI GENERAL AV.,"PAZ, GRAL. AV.","MOSCONI GENERAL AV. y PAZ, GRAL. AV.",COMUNA 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"-58.52340614,-34.59798754",-58.52340614,-34.59798754
2016-0100,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,57,Entre 41 y 60,2016,8,3,Miercoles,23,23:27:00,1,MOTO-OBJETO FIJO,2016-08-03,AV GRAL PAZ  Y DONADO,GRAL PAZ,"PAZ, GRAL. AV.",DONADO,"PAZ, GRAL. AV. y DONADO",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.49491054,-34.54795581",-58.49491054,-34.54795581
2016-0101,SD,SD,SD,MASCULINO,67,Entre 61 y 80,2016,8,7,Domingo,19,19:42:00,1,SD-SD,,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,"PAZ, GRAL. AV.","CHAVEZ, JORGE","PAZ, GRAL. AV. y CHAVEZ, JORGE",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.52932872,-34.65014993",-58.52932872,-34.65014993
2016-0102,CONDUCTOR,CARGAS,MOTO,MASCULINO,29,Entre 21 y 40,2016,8,10,Miercoles,23,23:37:00,1,MOTO-CARGAS,,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.","SUAREZ, JOSE LEON","PERON, EVA AV. y SUAREZ, JOSE LEON",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.50011639,-34.67316502",-58.50011639,-34.67316502
2016-0104,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,21,Entre 21 y 40,2016,8,14,Domingo,21,21:15:00,1,MOTO-PASAJEROS,2016-08-15,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,SANTIAGO DE COMPOSTELA AV.,ZINNY y SANTIAGO DE COMPOSTELA AV.,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.46635001,-34.65624369",-58.46635001,-34.65624369
2016-0105,PEATON,PASAJEROS,PEATON,MASCULINO,19,Menos de 20,2016,8,17,Miercoles,0,00:05:00,1,PEATON-PASAJEROS,2016-08-26,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.",FRAGA,"LACROZE, FEDERICO AV. y FRAGA",COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.45343236,-34.58435809",-58.45343236,-34.58435809
2016-0106,PEATON,PASAJEROS,PEATON,MASCULINO,38,Entre 21 y 40,2016,8,19,Viernes,21,21:02:00,1,PEATON-PASAJEROS,,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",DEL LIBERTADOR AV.,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38090932,-34.58927731",-58.38090932,-34.58927731
2016-0107,CONDUCTOR,AUTO,MOTO,MASCULINO,21,Entre 21 y 40,2016,8,20,Sabado,8,08:22:00,1,MOTO-AUTO,,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.37157668,-34.65429986",-58.37157668,-34.65429986
2016-0109,CONDUCTOR,OBJETO FIJO,AUTO,FEMENINO,53,Entre 41 y 60,2016,8,24,Miercoles,5,05:45:00,1,AUTO-OBJETO FIJO,2016-08-24,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.52280139,-34.63659934",-58.52280139,-34.63659934
2016-0110,PEATON,SD,PEATON,MASCULINO,57,Entre 41 y 60,2016,8,24,Miercoles,20,20:21:00,1,PEATON-SD,,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.51232237,-34.6590353",-58.51232237,-34.6590353
2016-0111,CONDUCTOR,CARGAS,MOTO,MASCULINO,27,Entre 21 y 40,2016,8,25,Jueves,9,09:30:00,1,MOTO-CARGAS,2016-08-25,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,LA PAMPA,LUGONES y LA PAMPA,COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.47461905,-34.57663634",-58.47461905,-34.57663634
2016-0112,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,24,Entre 21 y 40,2016,8,27,Sabado,4,04:40:00,1,MOTO-OBJETO FIJO,2016-08-27,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38268809,-34.62282019",-58.38268809,-34.62282019
2016-0113,PEATON,PASAJEROS,PEATON,FEMENINO,60,Entre 61 y 80,2016,8,27,Sabado,16,16:45:00,1,PEATON-PASAJEROS,,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.49603546,-34.64564271",-58.49603546,-34.64564271
2016-0114,CICLISTA,CARGAS,BICICLETA,FEMENINO,55,Entre 41 y 60,2016,8,31,Miercoles,11,11:20:00,1,BICICLETA-CARGAS,2016-08-31,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",,"SALGUERO, JERONIMO 1410",COMUNA 14,PALERMO,"-58.41848605,-34.59394733",-58.41848605,-34.59394733
2016-0115,SD,CARGAS,SD,MASCULINO,0,Menos de 20,2016,9,2,Viernes,11,11:50:00,1,SD-CARGAS,,ARIAS Y TRONADOR,CALLE,ARIAS,TRONADOR,ARIAS y TRONADOR,COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.48935041,-34.54917673",-58.48935041,-34.54917673
2016-0116,CONDUCTOR,AUTO,MOTO,MASCULINO,30,Entre 21 y 40,2016,9,2,Viernes,20,20:20:00,1,MOTO-AUTO,2016-09-02,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.44451316,-34.68475866",-58.44451316,-34.68475866
2016-0117,CONDUCTOR,AUTO,AUTO,MASCULINO,43,Entre 41 y 60,2016,9,3,Sabado,15,15:30:00,1,AUTO-AUTO,,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,TAGLE,DEL LIBERTADOR AV. y TAGLE,COMUNA 14,PALERMO,"-58.39936478,-34.58271474",-58.39936478,-34.58271474
2016-0118,CONDUCTOR,AUTO,AUTO,MASCULINO,27,Entre 21 y 40,2016,9,4,Domingo,3,03:30:00,1,AUTO-AUTO,2016-09-04,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.37936704,-34.62694503",-58.37936704,-34.62694503
2016-0119,PASAJERO_ACOMPAÑANTE,SD,SD,FEMENINO,0,Menos de 20,2016,9,4,Domingo,6,06:40:00,1,SD-SD,,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.49659234,-34.56353635",-58.49659234,-34.56353635
2016-0122,CICLISTA,PASAJEROS,BICICLETA,MASCULINO,49,Entre 41 y 60,2016,9,13,Martes,7,07:10:00,1,BICICLETA-PASAJEROS,2016-09-13,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 4233",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.47256391,-34.65194557",-58.47256391,-34.65194557
2016-0123,CONDUCTOR,AUTO,MOTO,FEMENINO,58,Entre 41 y 60,2016,9,14,Miercoles,9,09:00:00,1,MOTO-AUTO,,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,"BONORINO, ESTEBAN, CNEL. AV.","ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.45130953,-34.64053676",-58.45130953,-34.64053676
2016-0124,PEATON,PASAJEROS,PEATON,MASCULINO,67,Entre 61 y 80,2016,9,16,Viernes,15,15:24:00,1,PEATON-PASAJEROS,,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,RIVERA INDARTE AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.46271207,-34.62884871",-58.46271207,-34.62884871
2016-0125,CONDUCTOR,MOTO,MOTO,MASCULINO,30,Entre 21 y 40,2016,9,17,Sabado,12,12:14:00,1,MOTO-MOTO,,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,"ALBERDI, JUAN BAUTISTA AV.","AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",COMUNA 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"-58.49020869,-34.64243791",-58.49020869,-34.64243791
2016-0126,CONDUCTOR,CARGAS,AUTO,MASCULINO,37,Entre 21 y 40,2016,9,18,Domingo,22,22:45:00,2,AUTO-CARGAS,,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,TINOGASTA,IRIGOYEN y TINOGASTA,COMUNA 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"-58.52572109,-34.62125906",-58.52572109,-34.62125906
2016-0126,PASAJERO_ACOMPAÑANTE,CARGAS,AUTO,MASCULINO,60,Entre 61 y 80,2016,9,18,Domingo,22,22:45:00,2,AUTO-CARGAS,,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,TINOGASTA,IRIGOYEN y TINOGASTA,COMUNA 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"-58.52572109,-34.62125906",-58.52572109,-34.62125906
2016-0127,PEATON,PASAJEROS,PEATON,MASCULINO,50,Entre 41 y 60,2016,9,24,Sabado,10,10:25:00,1,PEATON-PASAJEROS,,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO","ROCA, CNEL. AV.","ACOSTA, MARIANO y ROCA, CNEL. AV.",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.44094791,-34.66677111",-58.44094791,-34.66677111
2016-0128,PEATON,PASAJEROS,PEATON,FEMENINO,81,Más de 80,2016,10,2,Domingo,11,11:30:00,1,PEATON-PASAJEROS,2016-10-02,CASTRO Y AV PAVON,AVENIDA,CASTRO,PAVON AV.,CASTRO y PAVON AV.,COMUNA 5,ALMAGRO - BOEDO,"-58.41914024,-34.6305389",-58.41914024,-34.6305389
2016-0130,CONDUCTOR,CARGAS,MOTO,MASCULINO,29,Entre 21 y 40,2016,10,4,Martes,12,12:30:00,1,MOTO-CARGAS,2016-10-04,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.37910942,-34.62764717",-58.37910942,-34.62764717
2016-0131,PEATON,AUTO,PEATON,MASCULINO,35,Entre 21 y 40,2016,10,9,Domingo,19,19:13:00,1,PEATON-AUTO,,MIRAVE 3500,CALLE,MIRAVE,,MIRAVE 3500,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.39871183,-34.64539318",-58.39871183,-34.64539318
2016-0132,PASAJERO_ACOMPAÑANTE,PASAJEROS,AUTO,MASCULINO,30,Entre 21 y 40,2016,10,10,Lunes,2,02:30:00,1,AUTO-PASAJEROS,2016-10-10,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,24 DE NOVIEMBRE,SAN JUAN AV. y 24 DE NOVIEMBRE,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.41036975,-34.62477021",-58.41036975,-34.62477021
2016-0133,CONDUCTOR,AUTO,MOTO,MASCULINO,41,Entre 41 y 60,2016,10,14,Viernes,0,00:05:00,1,MOTO-AUTO,2016-10-25,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,SANCHEZ DE BUSTAMANTE,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,COMUNA 14,PALERMO,"-58.40204698,-34.5834269",-58.40204698,-34.5834269
2016-0134,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,25,Entre 21 y 40,2016,10,23,Domingo,5,05:00:00,1,MOTO-OBJETO FIJO,2016-10-23,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,2 DE ABRIL DE 1982,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.48935287,-34.67648597",-58.48935287,-34.67648597
2016-0135,PEATON,SD,PEATON,MASCULINO,29,Entre 21 y 40,2016,10,24,Lunes,5,05:00:00,1,PEATON-SD,2016-10-25,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","PINEDO, INT.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",COMUNA 14,PALERMO,"-58.42260225,-34.56403694",-58.42260225,-34.56403694
2016-0136,CONDUCTOR,CARGAS,MOTO,SD,0,Menos de 20,2016,10,25,Martes,0,00:00:00,1,MOTO-CARGAS,,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"0.0,0.0",0.0,0.0
2016-0137,CONDUCTOR,MOTO,MOTO,MASCULINO,30,Entre 21 y 40,2016,10,25,Martes,0,00:39:00,1,MOTO-MOTO,,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,LADINES,SAN MARTIN AV. y LADINES,COMUNA 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"-58.51537091,-34.59035925",-58.51537091,-34.59035925
2016-0138,CICLISTA,CARGAS,BICICLETA,FEMENINO,33,Entre 21 y 40,2016,10,27,Jueves,20,20:30:00,1,BICICLETA-CARGAS,,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,BLANCO ENCALADA,CABILDO AV. y BLANCO ENCALADA,COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.4590967,-34.55922742",-58.4590967,-34.55922742
2016-0139,PASAJERO_ACOMPAÑANTE,MOTO,MOTO,FEMENINO,35,Entre 21 y 40,2016,10,28,Viernes,23,23:00:00,1,MOTO-MOTO,,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",DORREGO AV.,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",COMUNA 14,PALERMO,"-58.42008769,-34.56539579",-58.42008769,-34.56539579
2016-0140,PASAJERO_ACOMPAÑANTE,PASAJEROS,PASAJEROS,MASCULINO,20,Entre 21 y 40,2016,10,31,Lunes,2,02:58:00,1,PASAJEROS-PASAJEROS,,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,VUELTA DE OBLIGADO,JURAMENTO AV. y VUELTA DE OBLIGADO,COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.45566399,-34.56147293",-58.45566399,-34.56147293
2016-0142,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,46,Entre 41 y 60,2016,11,5,Sabado,23,23:30:00,1,MOTO-PASAJEROS,2016-11-05,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.37533517,-34.59276462",-58.37533517,-34.59276462
2016-0143,CONDUCTOR,SD,MOTO,MASCULINO,35,Entre 21 y 40,2016,11,6,Domingo,4,04:41:00,1,MOTO-SD,,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.44451316,-34.68475866",-58.44451316,-34.68475866
2016-0144,PEATON,PASAJEROS,PEATON,MASCULINO,83,Más de 80,2016,11,7,Lunes,12,12:10:00,1,PEATON-PASAJEROS,,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",,"BROWN, ALTE. AV. 984",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.35975012,-34.63343907",-58.35975012,-34.63343907
